id,word,grade,level,category,subcategory,core_direction,related
682,letter,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,line / map / email / internet
683,hospital,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,village / park / hotel / restaurant
684,especially,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,otherwise / instead / every / all
685,press,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,uncover / touch / hit / kick
686,opposite,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,abroad / nearby / lower / inner
687,voice,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,joke / sound / attention / memory
688,quiet,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,funny / serious / loud / beautiful
689,arm,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,neck / shoulder / hand / finger
690,email,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,map / letter / internet / website
691,hotel,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,park / hospital / restaurant / cafe
692,every,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,instead / especially / all / neither
693,hit,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,touch / press / kick / throw
694,lower,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,nearby / opposite / inner / outer
695,attention,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,sound / voice / memory / opinion
696,loud,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,serious / quiet / beautiful / pretty
697,hand,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,shoulder / arm / finger / thumb
698,internet,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,letter / email / website / game
699,restaurant,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,hospital / hotel / cafe / library
700,all,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,especially / every / neither / how
701,kick,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,press / hit / throw / catch
702,inner,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,opposite / lower / outer / surface
703,memory,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,voice / attention / opinion / choice
704,beautiful,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,quiet / loud / pretty / smart
705,finger,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,arm / hand / thumb / chest
706,website,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,email / internet / game / toy
707,cafe,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,hotel / restaurant / library / supermarket
708,neither,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,every / all / how / why
709,throw,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,hit / kick / catch / shake
710,outer,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,lower / inner / surface / ground
711,opinion,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,attention / memory / choice / question
712,pretty,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,loud / beautiful / smart / careful
713,thumb,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,hand / finger / chest / stomach
714,game,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,internet / website / toy / job
715,library,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,restaurant / cafe / supermarket / bridge
716,catch,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,kick / throw / shake / bend
717,surface,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,inner / outer / ground / distance
718,choice,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,memory / opinion / question / reply
719,smart,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,beautiful / pretty / careful / careless
720,chest,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,finger / thumb / stomach / waist
721,toy,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,website / game / job / company
722,supermarket,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,cafe / library / bridge / car
723,shake,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,throw / catch / bend / stretch
724,ground,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,outer / surface / distance / forward
725,careful,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,pretty / smart / careless / useful
726,stomach,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,thumb / chest / waist / leg
727,cup,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,glass / plate / bowl / spoon
728,bridge,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,library / supermarket / car / bus
729,bend,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,catch / shake / stretch / lock
730,distance,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,surface / ground / forward / backward
731,careless,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,smart / careful / useful / useless
732,waist,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,chest / stomach / leg / knee
733,glass,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,cup / plate / bowl / spoon
734,sun,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,moon / star / sky / cloud
735,stretch,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,shake / bend / lock / unlock
736,useful,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,careful / careless / useless / interesting
737,leg,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,stomach / waist / knee / foot
738,plate,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,cup / glass / bowl / spoon
739,moon,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,sun / star / sky / cloud
740,lock,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,bend / stretch / unlock / join
741,useless,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,careless / useful / interesting / boring
742,knee,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,waist / leg / foot / feet
743,bowl,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,glass / plate / spoon / fork
744,star,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,sun / moon / sky / cloud
745,unlock,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,stretch / lock / join / separate
746,interesting,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,useful / useless / boring / excited
747,foot,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,leg / knee / feet / toe
748,spoon,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,plate / bowl / fork / knife
749,sky,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,moon / star / cloud / rain
750,join,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,lock / unlock / separate / collect
751,boring,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,useless / interesting / excited / worried
752,feet,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,knee / foot / toe / heart
753,fork,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,bowl / spoon / knife / bottle
754,cloud,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,star / sky / rain / snow
755,separate,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,unlock / join / collect / share
756,excited,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,interesting / boring / worried / surprised
757,toe,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,foot / feet / heart / blood
758,knife,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,spoon / fork / bottle / towel
759,rain,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,sky / cloud / snow / wind
760,collect,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,join / separate / share / borrow
761,worried,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,boring / excited / surprised / proud
762,heart,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,feet / toe / blood / skin
763,bottle,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,fork / knife / towel / soap
764,snow,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,cloud / rain / wind / weather
765,share,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,separate / collect / borrow / lend
766,surprised,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,excited / worried / proud / shy
767,blood,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,toe / heart / skin / bone
768,towel,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,knife / bottle / soap / brush
769,wind,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,rain / snow / weather / tree
770,borrow,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,collect / share / lend / rent
771,proud,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,worried / surprised / shy / brave
772,skin,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,heart / blood / bone / brain
773,soap,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,bottle / towel / brush / shower
774,tree,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,wind / weather / flower / grass
775,lend,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,share / borrow / rent / own
776,shy,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,surprised / proud / brave / calm
777,bone,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,blood / skin / brain / body
778,brush,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,towel / soap / shower / toilet
779,flower,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,weather / tree / grass / river
780,rent,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,borrow / lend / own / order
781,brave,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,proud / shy / calm / lucky
782,brain,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,skin / bone / body / head
783,shower,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,soap / brush / toilet / mirror
784,grass,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,tree / flower / river / sea
785,own,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,lend / rent / order / serve
786,calm,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,shy / brave / lucky / sorry
787,age,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,birthday / life / death / health
788,toilet,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,brush / shower / mirror / basket
789,river,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,flower / grass / sea / ocean
790,order,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,rent / own / serve / plant
791,lucky,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,brave / calm / sorry / alone
792,birthday,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,age / life / death / health
793,mirror,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,shower / toilet / basket / meal
794,sea,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,grass / river / ocean / lake
795,serve,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,own / order / plant / draw
796,sorry,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,calm / lucky / alone / together
797,life,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,age / birthday / death / health
798,basket,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,toilet / mirror / meal / cup
799,ocean,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,river / sea / lake / mountain
800,plant,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,order / serve / draw / paint
801,alone,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,lucky / sorry / together / happy
802,death,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,birthday / life / health / pain
803,meal,B,Level 5｜850核心词,家庭·学校·日常生活,生活器具,日常生活中经常操作的具体物品,mirror / basket / cup / glass
804,lake,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,sea / ocean / mountain / beach
805,draw,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,serve / plant / paint / add
806,together,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,sorry / alone / happy / sad
807,health,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,life / death / pain / fever
808,lunch,B,Level 5｜850核心词,家庭·学校·日常生活,饮食与社交,构建吃饭和简单社交场景,dinner / breakfast / holiday / party
809,mountain,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,ocean / lake / beach / forest
810,paint,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,plant / draw / add / remove
811,red,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,blue / green / yellow / black
812,pain,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,death / health / fever / medicine
813,dinner,B,Level 5｜850核心词,家庭·学校·日常生活,饮食与社交,构建吃饭和简单社交场景,lunch / breakfast / holiday / party
814,beach,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,lake / mountain / forest / farm
815,blue,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,red / green / yellow / black
816,fever,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,health / pain / medicine / relative
817,breakfast,B,Level 5｜850核心词,家庭·学校·日常生活,饮食与社交,构建吃饭和简单社交场景,lunch / dinner / holiday / party
818,forest,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,mountain / beach / farm / animal
819,green,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,red / blue / yellow / black
820,medicine,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,pain / fever / relative / manager
821,holiday,B,Level 5｜850核心词,家庭·学校·日常生活,饮食与社交,构建吃饭和简单社交场景,dinner / breakfast / party / gift
822,farm,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,beach / forest / animal / dog
823,yellow,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,blue / green / black / white
824,relative,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,fever / medicine / manager / age
825,party,B,Level 5｜850核心词,家庭·学校·日常生活,饮食与社交,构建吃饭和简单社交场景,breakfast / holiday / gift / lunch
826,animal,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,forest / farm / dog / cat
827,black,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,green / yellow / white / brown
828,manager,B,Level 5｜850核心词,人·家庭·身体,生命与健康,描述生命过程和基础健康状态,medicine / relative / age / birthday
829,gift,B,Level 5｜850核心词,家庭·学校·日常生活,饮食与社交,构建吃饭和简单社交场景,holiday / party / lunch / dinner
830,cat,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,animal / dog / bird / horse
831,white,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,yellow / black / brown / gray
832,bird,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,dog / cat / horse / world
833,brown,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,black / white / gray / orange
834,horse,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,cat / bird / world / country
835,gray,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,white / brown / orange / purple
836,world,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,bird / horse / country / earth
837,orange,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,brown / gray / purple / red
838,country,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,horse / world / earth / fire
839,purple,B,Level 5｜850核心词,状态·性质·情绪,颜色,通过视觉颜色区分事物,gray / orange / red / blue
840,earth,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,world / country / fire / air
841,fire,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,country / earth / air / boat
842,air,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,earth / fire / boat / ship
843,boat,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,fire / air / ship / subway
844,ship,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,air / boat / subway / traffic
845,subway,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,boat / ship / traffic / garden
846,traffic,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,ship / subway / garden / field
847,garden,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,subway / traffic / field / island
848,field,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,traffic / garden / island / sand
849,island,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,garden / field / sand / sun
850,sand,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,自然·天气·环境,构建外部自然世界,field / island / sun / moon
